Name,Package Name,Description,Rating,Rating Count
Female Officer Training Camp,com.usagamershub.female.army.training.camp,"Lets start the biggest training of a woman when she joins an army force like US or China. If you have not experienced anything like before, just remain your calm and start playing the action adventure game of this year. Yes, the US army female training camp will give you the best army training school in which female army officers are trained for their own good to protect their country from foreign invaders.

Features 

•	Army Training Camp with New Challenges
•	An Army Training Simulation for Your
•	Military School Obstacle Training
•	Swimming, Jumping, Stealth and Rolling
•	Battle Engaging Female Army Training",,
